order_book_id,date,low,prev_close,limit_up,open,num_trades,high,limit_down,volume,close,total_turnover
601318.XSHG,2012-04-23,15.6594,41.37,17.6052,15.996,14145.0,16.1816,14.4022,55875620.0,15.7174,1151790267.0
601318.XSHG,2012-04-24,15.5511,40.63,17.288,15.6323,18169.0,16.17,14.1468,84040042.0,15.7793,1721290950.0
601318.XSHG,2012-04-25,15.6439,40.79,17.3576,15.7445,11922.0,15.9727,14.201,44957866.0,15.7832,920170673.0
601318.XSHG,2012-04-26,15.849,40.8,17.3615,15.8567,12643.0,16.0927,14.2049,44800876.0,15.9341,924361680.0
601318.XSHG,2012-04-27,15.6671,41.19,17.5278,15.9379,9506.0,16.054,14.3403,46839066.0,15.7484,960478859.0
601318.XSHG,2012-05-02,16.0308,40.71,17.3228,16.1468,24241.0,16.4253,14.1739,72730690.0,16.3132,1527200535.0
601318.XSHG,2012-05-03,16.2861,42.17,17.9456,16.3209,22137.0,16.7193,14.6807,63726704.0,16.6652,1364940644.0
601318.XSHG,2012-05-04,16.4834,43.08,18.3325,16.6342,13474.0,16.7696,14.9979,53639596.0,16.6652,1153548700.0
601318.XSHG,2012-05-07,16.1313,43.08,18.3325,16.4795,21627.0,16.5762,14.9979,66461494.0,16.2435,1400553446.0
601318.XSHG,2012-05-08,16.0114,41.99,17.8683,16.317,16610.0,16.3596,14.6188,58746532.0,16.0888,1225945909.0
601318.XSHG,2012-05-09,15.907,41.59,17.6981,15.9573,13786.0,16.1159,14.4795,51876000.0,16.0346,1075514907.0
601318.XSHG,2012-05-10,15.9766,41.45,17.64,16.0153,9412.0,16.1197,14.4331,36466800.0,16.0037,756210745.0
601318.XSHG,2012-05-11,15.8219,41.37,17.6052,15.996,13181.0,16.1855,14.4022,35448034.0,15.9302,732366216.0
601318.XSHG,2012-05-14,15.5588,41.18,17.524,16.0578,16418.0,16.1971,14.3364,47849652.0,15.7793,978054314.0
601318.XSHG,2012-05-15,15.8606,40.79,17.3576,15.8606,28172.0,16.3248,14.201,94062732.0,16.3209,1967590079.0
601318.XSHG,2012-05-16,15.9108,42.19,17.9534,16.2474,13980.0,16.2745,14.6884,44361304.0,15.9418,923956724.0
601318.XSHG,2012-05-17,15.9611,41.21,17.5356,15.9998,18148.0,16.4408,14.348,59089268.0,16.4021,1239888655.0
601318.XSHG,2012-05-18,15.8606,42.4,18.0424,16.2358,15794.0,16.2358,14.7619,52473276.0,16.0192,1088505776.0
601318.XSHG,2012-05-21,15.9418,41.41,17.6207,15.9418,10812.0,16.2706,14.4176,31161330.0,16.1004,648974927.0
601318.XSHG,2012-05-22,16.1313,41.62,17.7097,16.1623,16184.0,16.4795,14.4911,60096748.0,16.4679,1267586285.0
601318.XSHG,2012-05-23,16.17,42.57,18.1159,16.4021,14300.0,16.4408,14.8199,46945232.0,16.3286,991154903.0
601318.XSHG,2012-05-24,16.1932,42.21,17.9611,16.2513,7864.0,16.5066,14.6962,25054806.0,16.2629,528260838.0
601318.XSHG,2012-05-25,15.6285,42.04,17.8876,16.2551,17708.0,16.3596,14.6381,45207896.0,15.7252,932505815.0
601318.XSHG,2012-05-28,15.5433,40.65,17.2996,15.6942,12364.0,15.9379,14.1546,43018792.0,15.8876,875621561.0
601318.XSHG,2012-05-29,15.7832,41.07,17.4776,15.8954,18443.0,16.4795,14.2977,52047758.0,16.3325,1089682968.0
601318.XSHG,2012-05-30,16.2551,42.22,17.965,16.3325,11540.0,16.4679,14.7,36804756.0,16.3441,778974803.0
601318.XSHG,2012-05-31,16.1236,42.25,17.9805,16.2822,11795.0,16.2977,14.7116,34029478.0,16.2048,713140321.0
601318.XSHG,2012-06-01,16.201,41.89,17.8257,16.2087,10773.0,16.437,14.584,28589722.0,16.3132,604801038.0
601318.XSHG,2012-06-04,15.7445,42.17,17.9456,16.1313,21503.0,16.2203,14.6807,73333558.0,15.7871,1509715039.0
601318.XSHG,2012-06-05,15.6826,40.81,17.3654,15.8412,13012.0,15.9573,14.2087,42629354.0,15.7329,869045913.0
601318.XSHG,2012-06-06,15.7948,40.67,17.3073,15.818,9044.0,15.9998,14.1584,31131412.0,15.8606,640395778.0
601318.XSHG,2012-06-07,15.8219,41.0,17.4466,16.054,13088.0,16.3093,14.2745,30127066.0,15.8915,625981312.0
601318.XSHG,2012-06-08,15.8412,41.08,17.4814,16.17,11900.0,16.1894,14.3016,53312476.0,15.8992,1102711234.0
601318.XSHG,2012-06-11,15.9573,41.1,17.4892,16.023,15818.0,16.3828,14.3093,38816704.0,16.3751,814977370.0
601318.XSHG,2012-06-12,16.2667,42.33,18.0114,16.2745,13399.0,16.4988,14.7387,39639144.0,16.4408,839561020.0
601318.XSHG,2012-06-13,16.4486,42.5,18.0849,16.4486,44318.0,17.5859,14.7967,108587228.0,17.5162,2409654611.0
601318.XSHG,2012-06-14,17.3847,45.28,19.2686,17.5278,23396.0,17.6865,15.7638,69782012.0,17.4582,1583032816.0
601318.XSHG,2012-06-15,17.5046,45.13,19.2029,17.5046,28196.0,18.0385,15.7136,78647982.0,17.818,1812596739.0
601318.XSHG,2012-06-18,17.6478,46.06,19.6013,17.9805,16338.0,18.0656,16.0346,40229774.0,17.8412,928630635.0
601318.XSHG,2012-06-19,17.7367,46.12,19.6245,17.7948,13192.0,18.0269,16.0578,40558256.0,17.7793,938135164.0
601318.XSHG,2012-06-20,17.7754,45.96,19.5588,17.7948,11763.0,18.0037,15.9998,27783898.0,17.8102,641604885.0
601318.XSHG,2012-06-21,17.1217,46.04,19.5897,17.7019,18857.0,17.7019,16.0308,55042680.0,17.319,1234013462.0
601318.XSHG,2012-06-25,16.8161,44.77,19.052,17.1952,13209.0,17.2493,15.5859,37819432.0,16.8431,831236799.0
601318.XSHG,2012-06-26,16.7426,43.54,18.5259,16.8238,15047.0,17.1952,15.1604,42357834.0,17.0095,932215348.0
601318.XSHG,2012-06-27,17.0095,43.97,0.0,17.0095,0.0,17.0095,0.0,0.0,17.0095,0.0
601318.XSHG,2012-06-28,17.0211,43.97,18.7116,17.0211,16061.0,17.4466,15.3074,50688940.0,17.2725,1134927218.0
601318.XSHG,2012-06-29,17.2145,44.65,19.0017,17.2222,19837.0,17.9611,15.5472,66581474.0,17.6942,1521515776.0
601318.XSHG,2012-07-02,17.5317,45.74,19.4621,17.8335,12756.0,17.8567,15.9263,37185962.0,17.8335,851036871.0
601318.XSHG,2012-07-03,17.5859,46.1,19.6168,17.8335,14069.0,18.1042,16.0501,48617418.0,17.6478,1122983251.0
601318.XSHG,2012-07-04,17.3692,45.62,19.4118,17.6826,10193.0,17.7677,15.8838,22098310.0,17.466,499825405.0
601318.XSHG,2012-07-05,17.2648,45.15,19.2145,17.3499,11163.0,17.7174,15.7213,29728820.0,17.5433,668744298.0
601318.XSHG,2012-07-06,17.466,45.35,19.2996,17.6981,17940.0,17.9882,15.7909,66076330.0,17.8876,1517030324.0
601318.XSHG,2012-07-09,17.5665,46.24,19.6748,17.7909,16273.0,18.1236,16.1004,41673406.0,17.64,962394301.0
601318.XSHG,2012-07-10,17.4427,45.6,19.404,17.64,13434.0,17.9302,15.876,32204994.0,17.6091,735694463.0
601318.XSHG,2012-07-11,17.4002,45.52,19.3692,17.4853,11231.0,17.7174,15.849,28677510.0,17.6826,650864276.0
601318.XSHG,2012-07-12,17.1526,45.71,19.4505,17.64,19745.0,17.64,15.9147,70208232.0,17.4118,1577292031.0
601318.XSHG,2012-07-13,17.23,45.01,19.1526,17.23,12323.0,17.64,15.671,29754676.0,17.4079,672160609.0
601318.XSHG,2012-07-16,16.9022,44.75,19.1506,17.5013,16638.0,17.5013,15.669,41712594.0,16.9489,915123963.0
601318.XSHG,2012-07-17,16.8361,43.57,18.6449,16.9216,12051.0,17.2717,15.2528,41602722.0,17.2289,912292976.0
601318.XSHG,2012-07-18,16.8438,44.29,18.9522,17.2795,13713.0,17.4468,15.5057,33308424.0,17.2328,734187777.0
601318.XSHG,2012-07-19,17.12,44.3,18.9561,17.1745,26155.0,18.0886,15.5096,70601952.0,17.8708,1615761269.0
601318.XSHG,2012-07-20,17.6646,45.94,19.6563,17.8163,13623.0,17.9058,16.0853,37416854.0,17.8825,855906518.0
601318.XSHG,2012-07-23,17.3106,45.97,19.6719,17.6452,13804.0,17.6452,16.0931,34573594.0,17.4235,776087256.0
601318.XSHG,2012-07-24,17.2873,44.79,19.1662,17.2873,9910.0,17.6607,15.6807,31481808.0,17.4779,707539023.0
601318.XSHG,2012-07-25,17.3106,44.93,19.2245,17.3145,9383.0,17.653,15.7313,22477896.0,17.3884,505485167.0
601318.XSHG,2012-07-26,17.3106,44.7,19.1273,17.4273,11532.0,17.7697,15.6496,32984674.0,17.3884,742538462.0
601318.XSHG,2012-07-27,16.9216,44.7,19.1273,17.5246,21091.0,17.5752,15.6496,49438498.0,17.3068,1092836704.0
601318.XSHG,2012-07-30,16.9255,44.49,19.0378,17.2756,16880.0,17.4585,15.5757,31871756.0,16.9644,700249541.0
601318.XSHG,2012-07-31,16.9216,43.61,18.6605,16.9644,16164.0,17.5518,15.2684,41965802.0,17.2095,934470070.0
601318.XSHG,2012-08-01,17.2367,44.24,18.9289,17.2756,13847.0,17.653,15.4901,30923490.0,17.5868,697046677.0
601318.XSHG,2012-08-02,17.2717,45.21,19.3451,17.544,10799.0,17.653,15.8285,29385376.0,17.4429,659389572.0
601318.XSHG,2012-08-03,16.8827,44.84,19.1856,17.4429,21073.0,17.4818,15.7002,45978004.0,17.1356,1007850527.0
601318.XSHG,2012-08-06,17.0889,44.05,18.8511,17.12,13122.0,17.3768,15.4201,29262134.0,17.3495,648599981.0
601318.XSHG,2012-08-07,16.9994,44.6,19.0845,17.3106,18293.0,17.3418,15.6146,36138534.0,17.085,794908672.0
601318.XSHG,2012-08-08,17.0228,43.92,18.7927,17.1006,13822.0,17.2834,15.3773,25437290.0,17.2601,561573789.0
601318.XSHG,2012-08-09,17.0578,44.37,18.9872,17.1356,13028.0,17.3846,15.5329,28478024.0,17.3729,630526607.0
601318.XSHG,2012-08-10,17.3106,44.66,19.1117,17.3106,15095.0,17.6102,15.634,27419992.0,17.4429,616938583.0
601318.XSHG,2012-08-13,16.202,44.84,19.1856,17.4235,38014.0,17.4273,15.7002,82889410.0,16.307,1780966720.0
601318.XSHG,2012-08-14,15.918,41.92,17.9369,16.307,23542.0,16.377,14.6771,49152458.0,16.1825,1016208128.0
601318.XSHG,2012-08-15,16.1047,41.6,17.8008,16.1825,9922.0,16.3187,14.5643,22384376.0,16.1553,466583510.0
601318.XSHG,2012-08-16,16.0464,41.53,17.7697,16.1436,8082.0,16.2603,14.5409,16981164.0,16.1514,353044801.0
601318.XSHG,2012-08-17,15.9491,41.52,17.7658,16.1242,10801.0,16.2214,14.537,28500416.0,16.1903,588279241.0
601318.XSHG,2012-08-20,15.7157,41.62,17.8086,15.988,9932.0,16.1047,14.5721,25431826.0,16.0036,518433947.0
601318.XSHG,2012-08-21,15.8791,41.14,17.6024,16.0269,13172.0,16.2642,14.4048,29679408.0,15.9725,612357737.0
601318.XSHG,2012-08-22,15.7313,41.06,17.5713,15.9802,11818.0,16.1047,14.3737,29282728.0,15.9063,595758471.0
601318.XSHG,2012-08-23,15.7974,40.89,17.4974,15.9102,12093.0,16.0347,14.3153,28904788.0,15.9608,592813418.0
601318.XSHG,2012-08-24,15.8441,41.03,17.5557,16.0075,10084.0,16.0814,14.3659,23757064.0,15.8986,486505159.0
601318.XSHG,2012-08-27,15.1089,40.87,17.4896,15.8869,18729.0,15.9413,14.3075,49113368.0,15.1206,971097972.0
601318.XSHG,2012-08-28,15.035,38.87,16.6338,15.1206,11735.0,15.3617,13.6073,25559626.0,15.1244,498281528.0
601318.XSHG,2012-08-29,14.8872,38.88,16.6377,15.0544,8799.0,15.1011,13.6112,21500644.0,14.9494,414494394.0
601318.XSHG,2012-08-30,14.7432,38.43,16.4432,14.7432,16038.0,15.3851,13.4556,45052422.0,15.2217,879957044.0
601318.XSHG,2012-08-31,15.0739,39.13,16.7427,15.175,12957.0,15.4823,13.7007,25991322.0,15.1128,509109684.0
601318.XSHG,2012-09-03,14.9844,38.85,16.626,14.9883,14819.0,15.6146,13.6034,38335294.0,15.5018,761965764.0
601318.XSHG,2012-09-04,15.2723,39.85,17.0539,15.5601,9540.0,15.5912,13.9535,20072938.0,15.3384,398083040.0
601318.XSHG,2012-09-05,15.2217,39.43,16.8711,15.2995,9638.0,15.5134,13.8057,24311026.0,15.2684,478991340.0
601318.XSHG,2012-09-06,15.3228,39.25,16.7972,15.3578,8400.0,15.599,13.7435,19231348.0,15.4901,381699358.0
601318.XSHG,2012-09-07,15.7157,39.82,17.0383,15.7157,25653.0,16.5638,13.9419,80410230.0,16.3576,1671411842.0
601318.XSHG,2012-09-10,16.1825,42.05,17.9953,16.377,12784.0,16.4782,14.7238,32390630.0,16.3265,680194673.0
601318.XSHG,2012-09-11,15.9219,41.97,17.9603,16.2526,12028.0,16.2526,14.6926,27990666.0,16.0347,577353425.0
601318.XSHG,2012-09-12,15.9297,41.22,17.6374,16.2214,9365.0,16.377,14.432,26768612.0,16.0347,554101290.0
601318.XSHG,2012-09-13,15.8713,41.22,17.6374,16.0347,8268.0,16.0853,14.432,27088842.0,15.883,556022063.0
601318.XSHG,2012-09-14,15.8713,40.83,17.4701,16.0775,14663.0,16.2837,14.2959,39967936.0,15.9608,826302886.0
601318.XSHG,2012-09-17,15.5601,41.03,17.5557,15.8713,12214.0,16.0775,14.3659,31634050.0,15.5718,641410224.0
601318.XSHG,2012-09-18,15.2917,40.03,17.1278,15.4629,8571.0,15.7041,14.0158,22786634.0,15.5718,454682163.0
601318.XSHG,2012-09-19,15.5212,40.03,17.1278,15.564,7344.0,15.7468,14.0158,20985982.0,15.7079,421523899.0
601318.XSHG,2012-09-20,15.4707,40.38,17.2795,15.6963,8088.0,15.6963,14.1364,37443568.0,15.4862,748104236.0
601318.XSHG,2012-09-21,15.2878,39.81,17.0344,15.4318,8257.0,15.5679,13.938,21019566.0,15.3967,416442280.0
601318.XSHG,2012-09-24,15.1828,39.58,16.9372,15.2956,8550.0,15.7196,13.8563,20934036.0,15.6613,418219576.0
601318.XSHG,2012-09-25,15.6379,40.26,17.2289,15.6379,8649.0,16.0347,14.0936,27650264.0,15.8052,563952723.0
601318.XSHG,2012-09-26,15.7076,40.48,17.3866,15.7545,5465.0,15.9263,14.2239,20496532.0,15.7545,414546093.0
601318.XSHG,2012-09-27,15.8052,40.35,17.3319,15.8052,14299.0,16.4885,14.181,50814032.0,16.2582,1052444793.0
601318.XSHG,2012-09-28,16.0473,41.64,17.8824,16.1059,14311.0,16.4222,14.6339,45092098.0,16.3753,943154563.0
601318.XSHG,2012-10-08,16.1449,41.94,18.0113,16.4222,11118.0,16.6994,14.7393,24055258.0,16.184,504857105.0
601318.XSHG,2012-10-09,16.2816,41.45,17.8043,16.2816,12890.0,16.6525,14.5675,35134972.0,16.5354,744670982.0
601318.XSHG,2012-10-10,16.3987,42.35,18.1909,16.4768,6781.0,16.5549,14.8838,16966374.0,16.4768,358373315.0
601318.XSHG,2012-10-11,16.1801,42.2,18.1245,16.3987,8192.0,16.3987,14.8291,19016356.0,16.2582,396414529.0
601318.XSHG,2012-10-12,16.1527,41.64,17.8824,16.3909,9251.0,16.59,14.6339,23247640.0,16.2074,485963066.0
601318.XSHG,2012-10-15,16.1879,41.51,17.8278,16.3167,6289.0,16.5159,14.5871,14611796.0,16.2894,305704465.0
601318.XSHG,2012-10-16,16.2191,41.72,17.9176,16.2894,6223.0,16.4924,14.6612,18728800.0,16.305,392888934.0
601318.XSHG,2012-10-17,16.0083,41.76,17.9371,16.3987,9925.0,16.3987,14.673,26153060.0,16.2191,542950865.0
601318.XSHG,2012-10-18,16.0122,41.54,17.8395,16.2035,13136.0,16.387,14.5988,35037070.0,16.3167,725676930.0
601318.XSHG,2012-10-19,16.2621,41.79,17.9488,16.2621,10059.0,16.3987,14.6847,18322412.0,16.3987,383862918.0
601318.XSHG,2012-10-22,16.2933,42.0,18.0386,16.3206,8514.0,16.5041,14.7589,21808196.0,16.4846,459292820.0
601318.XSHG,2012-10-23,16.2465,42.22,18.1323,16.5432,6842.0,16.5861,14.8369,19671040.0,16.305,412484950.0
601318.XSHG,2012-10-24,16.1957,41.76,17.9371,16.2582,5572.0,16.4065,14.673,17825140.0,16.2738,372150236.0
601318.XSHG,2012-10-25,15.9185,41.68,17.9019,16.2621,11558.0,16.3597,14.6456,25686720.0,15.9458,529876705.0
601318.XSHG,2012-10-26,15.4031,40.84,17.5388,15.9536,13095.0,16.0278,14.3528,29496408.0,15.5163,589547514.0
601318.XSHG,2012-10-29,14.6808,39.74,17.0664,15.4538,26101.0,15.4929,13.9662,68017688.0,14.8604,1310110765.0
601318.XSHG,2012-10-30,14.915,38.06,16.348,14.915,13094.0,15.2118,13.3728,43834334.0,15.0244,847663569.0
601318.XSHG,2012-10-31,14.9931,38.48,16.5276,15.1337,8555.0,15.204,13.5211,20281056.0,15.1493,392339834.0
601318.XSHG,2012-11-01,15.0712,38.8,16.6642,15.1493,19182.0,15.5397,13.6344,79768398.0,15.3562,1561850926.0
601318.XSHG,2012-11-02,15.0829,39.33,16.8907,15.2391,17776.0,15.3679,13.8218,56348856.0,15.2469,1097483238.0
601318.XSHG,2012-11-05,14.9502,39.05,16.7736,15.2274,18620.0,15.286,13.7203,53218724.0,15.1337,1027489602.0
601318.XSHG,2012-11-06,14.9619,38.76,16.6486,15.1298,14677.0,15.3211,13.6188,42604492.0,15.282,826047113.0
601318.XSHG,2012-11-07,15.1142,39.14,16.8087,15.282,6701.0,15.282,13.7554,26839200.0,15.1962,522278932.0
601318.XSHG,2012-11-08,15.0439,38.92,16.715,15.0712,10496.0,15.2391,13.6773,33498588.0,15.0751,648981156.0
601318.XSHG,2012-11-09,15.0048,38.61,16.5822,15.0517,6531.0,15.1337,13.568,16324720.0,15.0751,314720118.0
601318.XSHG,2012-11-12,14.7901,38.61,16.5822,15.0829,12865.0,15.1259,13.568,34970312.0,14.915,667309197.0
601318.XSHG,2012-11-13,14.6417,38.2,16.4065,14.9189,10542.0,14.9189,13.4235,25543590.0,14.673,481633895.0
601318.XSHG,2012-11-14,14.6456,37.58,16.141,14.7003,9743.0,14.8565,13.2049,23098748.0,14.7706,437176627.0
601318.XSHG,2012-11-15,14.6612,37.83,16.2465,14.7198,6983.0,14.9463,13.2947,39559618.0,14.7471,749813686.0
601318.XSHG,2012-11-16,14.3411,37.77,16.223,14.7198,14607.0,14.7628,13.2713,32081508.0,14.4816,595121917.0
601318.XSHG,2012-11-19,13.5094,37.09,15.9302,14.4192,23587.0,14.4621,13.0331,78700822.0,14.2474,1410529885.0
601318.XSHG,2012-11-20,13.7046,36.49,15.6725,14.1654,17483.0,14.1693,12.8222,56310084.0,13.7945,1000884503.0
601318.XSHG,2012-11-21,13.7827,35.33,15.1727,13.7827,14218.0,14.2513,12.4162,34951272.0,14.2278,627328832.0
601318.XSHG,2012-11-22,14.06,36.44,15.6491,14.1615,7508.0,14.2708,12.8066,22124624.0,14.2513,400940093.0
601318.XSHG,2012-11-23,14.2318,36.5,15.6764,14.2786,14432.0,14.7745,12.8261,35026856.0,14.4933,652016995.0
601318.XSHG,2012-11-26,14.3684,37.12,15.9419,14.4621,10231.0,14.5363,13.0448,18197950.0,14.4465,337023692.0
601318.XSHG,2012-11-27,14.1146,37.0,15.8911,14.4192,10746.0,14.5051,13.0018,26690526.0,14.1459,488331060.0
601318.XSHG,2012-11-28,13.8999,36.23,15.5593,14.1068,8995.0,14.1224,12.7324,23904768.0,13.9858,428744070.0
601318.XSHG,2012-11-29,13.8803,35.82,15.3836,13.9428,8403.0,14.0951,12.588,22543062.0,13.9311,404014375.0
601318.XSHG,2012-11-30,13.8882,35.68,15.325,13.8882,12772.0,14.4035,12.5372,26275692.0,14.2435,477398967.0
601318.XSHG,2012-12-03,14.181,36.48,15.6686,14.2122,12921.0,14.7198,12.8183,43363832.0,14.302,804512926.0
601318.XSHG,2012-12-04,14.3333,36.63,15.7311,14.3333,14467.0,14.7081,12.873,46384936.0,14.5988,865541778.0
601318.XSHG,2012-12-05,14.5832,37.39,16.059,14.5832,22445.0,15.2899,13.1385,75666732.0,15.1962,1460588250.0
601318.XSHG,2012-12-06,15.0712,38.92,16.715,15.1766,17257.0,15.3562,13.6773,41767418.0,15.1883,813257082.0
601318.XSHG,2012-12-07,15.0048,38.9,16.7072,15.1415,16655.0,15.4109,13.6695,56230362.0,15.3484,1101491558.0
601318.XSHG,2012-12-10,15.4226,39.31,16.8829,15.4226,19489.0,15.7662,13.814,63131960.0,15.6139,1259664988.0
601318.XSHG,2012-12-11,15.4812,39.99,17.1757,15.5749,20984.0,15.6881,14.0521,42851718.0,15.5397,854600165.0
601318.XSHG,2012-12-12,15.3992,39.8,17.0937,15.5436,10312.0,15.6569,13.9858,35422046.0,15.571,704544642.0
601318.XSHG,2012-12-13,15.1298,39.88,17.1289,15.5319,17342.0,15.5319,14.0131,46741304.0,15.1727,918412335.0
601318.XSHG,2012-12-14,15.2235,38.86,16.6916,15.2235,31083.0,16.4768,13.6539,109609880.0,16.3831,2252954479.0
601318.XSHG,2012-12-17,16.3519,41.96,18.023,16.3831,20288.0,16.7892,14.7432,74054594.0,16.5979,1570591678.0
601318.XSHG,2012-12-18,16.3636,42.51,18.2572,16.5549,19949.0,16.8751,14.9385,58431148.0,16.469,1240044408.0
601318.XSHG,2012-12-19,16.2035,42.18,18.1167,16.4182,12980.0,16.5939,14.8213,45443036.0,16.3089,954376024.0
601318.XSHG,2012-12-20,16.2035,41.77,17.941,16.2621,11275.0,16.5939,14.6769,35836430.0,16.5002,753309745.0
601318.XSHG,2012-12-21,16.4378,42.26,18.1518,16.5627,12885.0,16.9258,14.8487,43280564.0,16.551,922664530.0
601318.XSHG,2012-12-24,16.0512,42.39,18.2065,16.1293,13267.0,16.508,14.8955,60262662.0,16.4456,1260087780.0
601318.XSHG,2012-12-25,16.2855,42.12,18.0894,16.3128,20468.0,17.0312,14.8018,90342834.0,16.7892,1938747155.0
601318.XSHG,2012-12-26,16.754,43.0,18.4681,16.7931,15743.0,17.1367,15.1103,51092568.0,16.9688,1110470602.0
601318.XSHG,2012-12-27,16.8087,43.46,18.6672,17.0781,15206.0,17.1796,15.2703,37745194.0,16.879,817959179.0
601318.XSHG,2012-12-28,16.754,43.23,18.5657,16.9805,18852.0,17.1991,15.1922,46771338.0,17.1054,1018806453.0
601318.XSHG,2012-12-31,17.1796,43.81,18.8156,17.1796,23990.0,17.9019,15.3953,65962926.0,17.6833,1491927959.0
601318.XSHG,2013-01-04,18.1167,45.29,19.452,18.2377,36844.0,19.4481,15.9146,117426966.0,18.3939,2794285589.0
601318.XSHG,2013-01-07,18.187,47.11,20.2329,18.3939,15480.0,18.5774,16.5549,56656860.0,18.4369,1335455736.0
601318.XSHG,2013-01-08,17.613,47.22,20.2798,18.4056,29902.0,18.472,16.5939,94287768.0,17.7497,2159078541.0
601318.XSHG,2013-01-09,17.3514,45.46,19.5262,17.5896,22379.0,17.7067,15.9731,81641692.0,17.5974,1833110551.0
601318.XSHG,2013-01-10,17.4959,45.07,19.3583,17.6325,23945.0,17.9137,15.8365,54474544.0,17.5662,1233105315.0
601318.XSHG,2013-01-11,17.2655,44.99,19.3232,17.6013,13868.0,17.7028,15.8092,45723330.0,17.3475,1024592045.0
601318.XSHG,2013-01-14,17.2928,44.43,19.0811,17.3553,25904.0,18.3549,15.6139,77752460.0,18.3002,1779354469.0
601318.XSHG,2013-01-15,18.2416,46.87,20.1314,18.308,20097.0,18.7219,16.469,84013732.0,18.3431,1986075044.0
601318.XSHG,2013-01-16,17.5701,46.98,20.1782,18.2924,21440.0,18.2924,16.508,57851714.0,17.941,1325087546.0
601318.XSHG,2013-01-17,17.492,45.95,19.737,17.8746,16776.0,17.9293,16.1488,49410916.0,17.6013,1117013789.0
601318.XSHG,2013-01-18,17.5466,45.08,19.3622,17.7106,17710.0,18.3041,15.8404,51975108.0,18.1362,1194583893.0
601318.XSHG,2013-01-21,17.6872,46.45,19.9518,18.0776,17028.0,18.1362,16.3245,46852444.0,17.8707,1072127125.0
601318.XSHG,2013-01-22,17.777,45.77,19.6589,17.8746,25125.0,18.4993,16.0825,80938662.0,18.0464,1888244409.0
601318.XSHG,2013-01-23,17.9254,46.22,19.8503,18.0386,12609.0,18.3236,16.2425,47027028.0,18.1323,1089687855.0
601318.XSHG,2013-01-24,18.0659,46.44,19.944,18.1987,27148.0,18.7336,16.3206,91630646.0,18.1713,2159807626.0
601318.XSHG,2013-01-25,17.574,46.54,19.9869,18.1792,17594.0,18.3119,16.3558,53038140.0,17.8004,1216359821.0
601318.XSHG,2013-01-28,17.6872,45.59,19.5809,17.7262,24467.0,18.4095,16.02,94751816.0,18.2182,2197146304.0
601318.XSHG,2013-01-29,17.8863,46.66,20.0416,18.39,24898.0,18.6086,16.3948,81352528.0,18.2416,1905912377.0
601318.XSHG,2013-01-30,18.3353,46.72,20.065,18.4759,33545.0,18.9718,16.4182,111033976.0,18.5774,2660551859.0
601318.XSHG,2013-01-31,18.4447,47.58,20.4359,18.6555,27206.0,18.9366,16.7189,108352056.0,18.8273,2601389509.0
601318.XSHG,2013-02-01,18.5852,48.22,20.7092,18.7453,51661.0,19.944,16.9453,221179874.0,19.8229,5485863059.0
601318.XSHG,2013-02-04,19.9127,50.77,21.8064,20.4164,44559.0,20.799,17.8395,189928944.0,20.1041,4943605455.0
601318.XSHG,2013-02-05,19.4598,51.49,22.1149,19.7956,27908.0,20.108,18.0933,85589140.0,19.7761,2167432497.0
601318.XSHG,2013-02-06,19.8737,50.65,21.7556,19.8776,38107.0,20.7912,17.8004,97197698.0,20.6077,2555428242.0
601318.XSHG,2013-02-07,20.0221,52.78,22.6693,20.4633,25614.0,20.7249,18.5462,94274934.0,20.4906,2460549223.0
601318.XSHG,2013-02-08,19.8893,52.48,22.5404,20.4516,23008.0,20.6038,18.4408,61631280.0,20.2602,1599329753.0
601318.XSHG,2013-02-18,19.2724,51.89,22.2866,20.3227,37721.0,20.4008,18.2338,85497506.0,19.3427,2149762947.0
601318.XSHG,2013-02-19,18.7375,49.54,21.2754,19.3466,29819.0,19.4208,17.41,91069812.0,19.0459,2209322027.0
601318.XSHG,2013-02-20,18.7531,48.78,20.9513,19.0147,19354.0,19.1201,17.1406,52383306.0,19.0459,1268412120.0
601318.XSHG,2013-02-21,17.9137,48.78,20.9513,18.7531,39590.0,18.7804,17.1406,107645448.0,18.2494,2518578155.0
601318.XSHG,2013-02-22,17.8824,46.74,20.0728,18.1557,17583.0,18.2338,16.4261,40953078.0,17.9449,946281304.0
601318.XSHG,2013-02-25,17.6872,45.96,19.7409,18.0698,22309.0,18.3627,16.1488,45025206.0,17.8863,1033440799.0
601318.XSHG,2013-02-26,17.5115,45.81,19.6746,17.6989,34923.0,18.0894,16.0981,85360194.0,17.5583,1942069450.0
601318.XSHG,2013-02-27,17.5701,44.97,19.3154,17.6677,24289.0,17.9605,15.8013,62689272.0,17.6482,1424719052.0
601318.XSHG,2013-02-28,17.6482,45.2,19.413,17.8629,33746.0,18.3861,15.8833,104572152.0,18.3783,2426699019.0
601318.XSHG,2013-03-01,17.6091,47.07,20.2173,18.3783,39290.0,18.4095,16.5393,95485488.0,17.941,2197137935.0
601318.XSHG,2013-03-04,16.4378,45.95,19.737,17.5701,66938.0,17.6482,16.1488,161174480.0,16.6642,3487465176.0
601318.XSHG,2013-03-05,16.5432,42.68,18.3314,16.7696,37696.0,17.2187,14.997,96638164.0,17.1601,2088374527.0
601318.XSHG,2013-03-06,17.1445,43.95,18.8781,17.2967,29136.0,17.4373,15.446,92591498.0,17.3826,2052847082.0
